item,y,pred_combined,pred_rgb,pred_pcloud,entropy_rgb,entropy_pcloud,margin_rgb,margin_pcloud,jsd
22,perro,1.0,1.0,0.0,1.2832547426223755,1.4331761598587036,2.0,0.0,0.1704057148105652
23,perro,3.0,3.0,0.0,0.8812909126281738,1.2419459819793701,12.0,14.0,0.7572623513863328
24,perro,0.0,3.0,0.0,1.4983958005905151,0.996791660785675,7.0,2.0,0.3112781244591329
25,perro,3.0,3.0,3.0,0.9709506034851074,0.9709506034851074,6.0,6.0,0.4000000000000001
26,perro,3.0,3.0,0.0,1.3719505071640015,1.5058231353759766,15.0,4.0,0.12935185891606046
27,perro,1.0,3.0,1.0,1.3466027975082397,1.3125560283660889,5.0,13.0,0.3882165030948739
28,perro,1.0,1.0,0.0,1.5493978261947632,1.5058231353759766,1.0,4.0,0.3141187138727113
29,perro,3.0,3.0,0.0,0.5608251690864563,1.89010751247406,25.0,1.0,0.3123373285743491
30,perro,3.0,3.0,0.0,1.435591697692871,1.4854753017425537,7.0,6.0,0.09405164771016677
31,perro,1.0,1.0,1.0,1.5523892641067505,1.9138755798339844,4.0,5.0,0.11521639498344285
32,perro,1.0,1.0,0.0,1.4565647840499878,1.6894822120666504,8.0,4.0,0.128551609671968
33,tractor,1.0,3.0,1.0,1.5655962228775024,0.9709506034851074,2.0,6.0,0.2496425450300031
34,tractor,0.0,0.0,1.0,0.5608251690864563,1.5009551048278809,25.0,12.0,0.551583434676845
35,tractor,0.0,0.0,1.0,0.6746799349784851,0.468995600938797,23.0,24.0,0.5335833917908972
36,tractor,0.0,0.0,1.0,0.8519325852394104,0.8812909126281738,19.0,12.0,0.6157819624204929
37,tractor,0.0,0.0,1.0,0.3533593416213989,0.8118475079536438,26.0,22.0,0.6518943689218638
38,tractor,0.0,0.0,0.0,-0.0,0.9182958602905273,,10.0,0.19087450462110947
39,tractor,1.0,0.0,1.0,0.996791660785675,0.9871377944946289,2.0,4.0,0.007233651086728375
40,tractor,0.0,1.0,0.0,1.8799360990524292,1.746465802192688,3.0,6.0,0.11256644258578216
41,tractor,0.0,0.0,1.0,0.3533593416213989,1.2580403089523315,26.0,11.0,0.4605647465569388
42,tractor,0.0,0.0,1.0,-0.0,1.360964059829712,,3.0,0.3958156020033583
43,tractor,0.0,0.0,1.0,1.248609185218811,0.566509485244751,15.0,22.0,0.5624625998006889
44,tractor,0.0,0.0,0.0,0.8366407155990601,1.620972990989685,14.0,5.0,0.10202851564648627
45,tractor,0.0,0.0,1.0,1.0529816150665283,0.9709506034851074,16.0,6.0,0.14471056715239466
46,tractor,0.0,0.0,0.0,0.3533593416213989,1.541346549987793,26.0,0.0,0.24257298943020178
47,tractor,0.0,0.0,1.0,1.295461893081665,1.6364527940750122,9.0,7.0,0.17826147977095896
48,taza,1.0,1.0,1.0,1.0529816150665283,1.6442188024520874,16.0,1.0,0.25572213974724173
49,taza,0.0,0.0,1.0,0.9055872559547424,0.6746799349784851,20.0,23.0,0.6157901679392079
50,taza,1.0,0.0,1.0,1.2866926193237305,0.9709506034851074,0.0,6.0,0.33463666724359165
51,taza,1.0,2.0,1.0,1.4962151050567627,0.468995600938797,14.0,24.0,0.5026648597331929
52,taza,1.0,2.0,1.0,1.3382688760757446,0.566509485244751,10.0,22.0,0.3031475080849657
53,taza,2.0,0.0,2.0,1.5493978261947632,0.8118475079536438,1.0,22.0,0.7048873003018664
54,taza,1.0,0.0,1.0,1.7424026727676392,0.6746799349784851,3.0,23.0,0.2569854984075496
55,taza,2.0,1.0,2.0,0.996791660785675,1.0529816150665283,2.0,16.0,0.11159073102016909
56,taza,0.0,0.0,1.0,0.6746799349784851,1.0136635303497314,23.0,19.0,0.5167923295902732
57,taza,2.0,0.0,2.0,1.7254928350448608,1.2419459819793701,5.0,14.0,0.12568225881451026
58,taza,2.0,2.0,2.0,1.63650381565094,1.2419459819793701,3.0,14.0,0.06579752933139736
59,taza,2.0,1.0,2.0,1.8094068765640259,1.5240980386734009,1.0,5.0,0.04379434601026946
60,taza,1.0,1.0,0.0,1.1054930686950684,0.566509485244751,19.0,22.0,0.6249156633180986
61,taza,2.0,0.0,2.0,1.7424026727676392,0.8812909126281738,3.0,12.0,0.37791428145914485
